"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2015-08-31,"New York","NY","New York","Queens",0,2202,0.00731930466605672,-0.00631768953068592,0.0128794848206072,518296
2015-08-31,"Los Angeles","CA","Los Angeles","Los Angeles",1,2613,0.00461361014994233,0.0127906976744186,0.0717801476620181,586354
2015-08-31,"Chicago","IL","Chicago","Cook",2,1579,0.0141297366730893,0.00959079283887468,-0.0612366230677765,573290
2015-08-31,"Houston","TX","Houston","Harris",3,1410,0.00284495021337127,0.0143884892086331,0.0585585585585586,478230
2015-08-31,"Philadelphia","PA","Philadelphia","Philadelphia",4,1194,-0.00167224080267559,-0.00167224080267559,0.0231362467866324,475193
2015-08-31,"Phoenix","AZ","Phoenix","Maricopa",5,1197,0.00419463087248322,0.010126582278481,0.0536971830985915,415175
2015-08-31,"Las Vegas","NV","Las Vegas","Clark",6,1196,0.0016750418760469,0.00504201680672269,0.0248500428449015,429366
2015-08-31,"San Antonio","TX","San Antonio","Bexar",7,1247,0.00321802091713596,0.0138211382113821,0.0576759966072943,288616
2015-08-31,"San Diego","CA","San Diego","San Diego",8,2359,-0.000423728813559322,0.00254993625159371,0.0493772241992883,313351
2015-08-31,"Dallas","TX","Dallas-Fort Worth","Dallas",9,1284,0.0015600624024961,0.00626959247648903,0.0464547677261614,267260
2015-08-31,"San Jose","CA","San Jose","Santa Clara",10,3231,0.00528935905413814,0.0302933673469388,0.128536500174642,210136
2015-08-31,"Jacksonville","FL","Jacksonville","Duval",11,1136,0.00709219858156028,0.0133809099018733,0.0317892824704814,264118
2015-08-31,"Indianapolis","IN","Indianapolis","Marion",12,1089,0.00461254612546125,0.00554016620498615,0.0187090739008419,249954
2015-08-31,"San Francisco","CA","San Francisco","San Francisco",13,4310,0.00606909430438842,0.0145951035781544,0.138705416116248,141923
2015-08-31,"Austin","TX","Austin","Travis",14,1885,0.0107238605898123,0.0283687943262411,0.0673839184597961,151102
2015-08-31,"Columbus","OH","Columbus","Franklin",15,1151,0.00524017467248908,0.0123131046613896,0.0677179962894249,220212
2015-08-31,"Fort Worth","TX","Dallas-Fort Worth","Tarrant",16,1300,0.00541376643464811,0.0116731517509728,0.045016077170418,201245
2015-08-31,"Detroit","MI","Detroit","Wayne",17,749,0.00133689839572192,-0.00398936170212766,0.00133689839572192,323089
2015-08-31,"Charlotte","NC","Charlotte","Mecklenburg",18,1239,0,0.0048661800486618,0.0429292929292929,230914
2015-08-31,"Memphis","TN","Memphis","Shelby",19,854,-0.00116959064327485,-0.00813008130081301,-0.0115740740740741,193551
2015-08-31,"El Paso","TX","El Paso","El Paso",20,1056,0.00380228136882129,0.0114942528735632,0.0282375851996105,158744
2015-08-31,"Baltimore","MD","Baltimore","Baltimore City",21,1322,-0.00151057401812689,-0.00301659125188537,0.0263975155279503,212890
2015-08-31,"Boston","MA","Boston","Suffolk",22,2495,-0.000400641025641026,-0.00795228628230616,0.00402414486921529,89431
2015-08-31,"Seattle","WA","Seattle","King",23,2372,0.00721868365180467,0.034001743679163,0.104797391709362,183154
2015-08-31,"Washington","DC","Washington","District of Columbia",24,2525,-0.00158165282720443,0.00397614314115308,0.0173247381144239,145425
2015-08-31,"Denver","CO","Denver","Denver",25,1908,0.0132766861391397,0.0409165302782324,0.104806022003474,189377
2015-08-31,"Nashville","TN","Nashville","Davidson",26,1437,0.00842105263157895,0.0213219616204691,0.0977845683728037,167350
2015-08-31,"Milwaukee","WI","Milwaukee","Milwaukee",27,1077,0.00372786579683131,0.00279329608938547,0.0276717557251908,103962
2015-08-31,"Portland","OR","Portland","Multnomah",28,1771,0.0056785917092561,0.0344626168224299,0.15,180201
2015-08-31,"Oklahoma City","OK","Oklahoma City","Oklahoma",29,1154,0.000867302688638335,0.00522648083623693,0.0158450704225352,176607
2015-08-31,"Albuquerque","NM","Albuquerque","Bernalillo",30,1224,0.00823723228995058,0.0217028380634391,0.0408163265306122,168623
2015-08-31,"Tucson","AZ","Tucson","Pima",31,1012,0.000989119683481701,0.00796812749003984,0.00998003992015968,133790
2015-08-31,"Omaha","NE","Omaha","Douglas",32,1287,0.00155642023346304,0.015785319652723,0.0370668815471394,305335
2015-08-31,"Fresno","CA","Fresno","Fresno",33,1206,0.00332778702163062,0.005,0.0405522001725626,121571
2015-08-31,"Mesa","AZ","Phoenix","Maricopa",34,1231,0.0032599837000815,0.0115036976170912,0.0423370025402201,135635
2015-08-31,"Long Beach","CA","Los Angeles","Los Angeles",35,2339,0.00472508591065292,0.0103671706263499,0.0536036036036036,79415
2015-08-31,"Kansas City","MO","Kansas City","Jackson",36,981,0.00204290091930541,0,0.0240083507306889,151989
2015-08-31,"Sacramento","CA","Sacramento","Sacramento",37,1434,0.00420168067226891,0.0155807365439093,0.0551876379690949,99431
2015-08-31,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",38,1551,-0.00193050193050193,-0.00640614990390775,0.0012911555842479,142965
2015-08-31,"Colorado Springs","CO","Colorado Springs","El Paso",39,1334,0.0015015015015015,0.00831443688586546,0.0462745098039216,129927
2015-08-31,"Atlanta","GA","Atlanta","Fulton",40,1379,0.00804093567251462,0.0329588014981273,0.124796084828711,129901
2015-08-31,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",41,2127,0.00757934628138323,0.0365497076023392,0.0824427480916031,89600
2015-08-31,"Tulsa","OK","Tulsa","Tulsa",42,981,0,0.00102040816326531,0.0337197049525817,133869
2015-08-31,"Cleveland","OH","Cleveland","Cuyahoga",43,872,0,-0.0022883295194508,-0.00570125427594071,87410
2015-08-31,"Honolulu","HI","Honolulu","Honolulu",44,2495,-0.002,0.00120385232744783,0.0635123614663257,122411
2015-08-31,"Oakland","CA","San Francisco","Alameda",45,2650,0.00798782807151008,0.0355607659241891,0.18515205724508,80657
2015-08-31,"Minneapolis","MN","Minneapolis-St Paul","Hennepin",46,1531,0.00327653997378768,0.0172757475083056,0.0372628726287263,99877
2015-08-31,"Baton Rouge","LA","Baton Rouge","East Baton Rouge",47,1297,-0.00307455803228286,-0.012937595129376,-0.0735714285714286,121430
2015-08-31,"Raleigh","NC","Raleigh","Wake",48,1340,-0.0014903129657228,-0.00740740740740741,0.0276073619631902,117598
2015-08-31,"Wichita","KS","Wichita","Sedgwick",49,978,0,0.00824742268041237,0,119208
2015-08-31,"Arlington","TX","Dallas-Fort Worth","Tarrant",50,1379,0.00218023255813953,0.00290909090909091,0.0376222723852521,89675
2015-08-31,"Bakersfield","CA","Bakersfield","Kern",51,1372,-0.00218181818181818,-0.0108147080028839,0.00292397660818713,91866
2015-08-31,"Tampa","FL","Tampa","Hillsborough",52,1278,0.00868192580899763,0.0191387559808612,0.0553261767134599,108572
2015-08-31,"Anaheim","CA","Los Angeles","Orange",53,2473,0.00162008910490077,0.00815328169588259,0.0282744282744283,56010
2015-08-31,"Aurora","CO","Denver","Arapahoe",54,1698,0.00532859680284192,0.0322188449848024,0.148849797023004,99182
2015-08-31,"Santa Ana","CA","Los Angeles","Orange",55,2317,0.00739130434782609,0.0100261551874455,0.033913431503793,43509
2015-08-31,"Saint Louis","MO","St. Louis","Saint Louis City",56,922,0.0109649122807018,0.0244444444444444,0.0847058823529412,81591
2015-08-31,"Marietta","GA","Atlanta","Cobb",57,1568,0.00127713920817369,0.0135746606334842,0.0843706777316736,93465
2015-08-31,"Pittsburgh","PA","Pittsburgh","Allegheny",58,1057,0.00666666666666667,0.0134228187919463,0.00284629981024668,89570
2015-08-31,"Corpus Christi","TX","Corpus Christi","Nueces",59,1420,0.00141043723554302,0.0113960113960114,-0.0152565880721221,83781
2015-08-31,"Riverside","CA","Riverside","Riverside",60,1717,0.00526932084309134,0.0141760189013585,0.041868932038835,63869
2015-08-31,"Cincinnati","OH","Cincinnati","Hamilton",61,985,0.00510204081632653,0.00407747196738022,0.0523504273504274,64202
2015-08-31,"Anchorage","AK","Anchorage","Anchorage",62,2002,-0.00199401794616152,-0.0181461500735655,-0.0200685266764562,72399
2015-08-31,"Saint Paul","MN","Minneapolis-St Paul","Ramsey",63,1370,0.00073046018991965,0.00809418690213392,0.0339622641509434,65474
2015-08-31,"Silver Spring","MD","Washington","Montgomery",64,2186,0.00137425561154375,-0.00137048880767474,0.00183318056828598,76831
2015-08-31,"Toledo","OH","Toledo","Lucas",65,807,-0.0122399020807834,-0.0194410692588092,0.0386100386100386,90898
2015-08-31,"Tallahassee","FL","Tallahassee","Leon",66,1235,-0.0024232633279483,-0.000809061488673139,0.0326086956521739,74320
2015-08-31,"Stockton","CA","Stockton","San Joaquin",67,1285,0.0054773082942097,0.0126083530338849,0.0321285140562249,68577
2015-08-31,"Newark","NJ","New York","Essex",68,1449,0.0147058823529412,0.0020746887966805,-0.0255548083389375,31920
2015-08-31,"Lexington","KY","Lexington","Fayette",69,1192,-0.00251046025104603,0.0110262934690416,0.182539682539683,85801
2015-08-31,"Modesto","CA","Modesto","Stanislaus",70,1231,0.00901639344262295,0.0309882747068677,0.0713664055700609,65154
2015-08-31,"Buffalo","NY","Buffalo","Erie",71,891,-0.025164113785558,-0.0198019801980198,0.108208955223881,38166
2015-08-31,"Durham","NC","Durham","Durham",72,1275,0.000784929356357928,0.0055205047318612,0.039119804400978,73135
2015-08-31,"Plano","TX","Dallas-Fort Worth","Collin",73,1941,0.00622083981337481,0.0199684708355229,0.0474905558553697,71067
2015-08-31,"Chandler","AZ","Phoenix","Maricopa",74,1431,-0.00278745644599303,0.012022630834512,0.0445255474452555,86407
2015-08-31,"Pensacola","FL","Pensacola","Escambia",75,951,0.00528541226215645,0.00955414012738853,0.0269978401727862,88401
2015-08-31,"Henderson","NV","Las Vegas","Clark",76,1359,0.0029520295202952,0.0126676602086438,0.0453846153846154,96001
2015-08-31,"Saint Petersburg","FL","Tampa","Pinellas",77,1252,0.000799360511590727,0.0088638195004029,0.0503355704697987,93056
2015-08-31,"Mobile","AL","Mobile","Mobile",78,946,0.00638297872340425,0.0215982721382289,0.0453038674033149,80737
2015-08-31,"Orlando","FL","Orlando","Orange",79,1236,-0.00242130750605327,0.00162074554294976,0.0474576271186441,75345
2015-08-31,"Lubbock","TX","Lubbock","Lubbock",80,1173,0.00170794192997438,0.00859845227858985,0.0191138140747176,69234
2015-08-31,"Jersey City","NJ","New York","Hudson",81,2082,0.00240731824747232,0,0.00628322861285645,38846
2015-08-31,"Glendale","AZ","Phoenix","Maricopa",82,1200,0.0050251256281407,0.0101010101010101,0.0452961672473868,67660
2015-08-31,"Greensboro","NC","Greensboro","Guilford",83,961,0.00104166666666667,0.010515247108307,0.0267094017094017,83232
2015-08-31,"Louisville","KY","Louisville/Jefferson County","Jefferson",84,908,0.00888888888888889,0.0248306997742664,0.0389016018306636,80327
2015-08-31,"Norfolk","VA","Virginia Beach","Norfolk City",85,1283,0,-0.00155642023346304,0.019872813990461,52777
2015-08-31,"Corona","CA","Riverside","Riverside",86,2210,0.0036330608537693,0.00867183934276586,0.0322279308734236,59945
2015-08-31,"Chula Vista","CA","San Diego","San Diego",87,2311,0.00173385348938015,0.00961118392311053,0.051410373066424,53827
2015-08-31,"Lincoln","NE","Lincoln","Lancaster",88,1235,0.0048820179007323,0.00898692810457516,0.127853881278539,75990
2015-08-31,"Fayetteville","NC","Fayetteville","Cumberland",89,851,0.0035377358490566,0,-0.0139049826187717,74801
2015-08-31,"Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",90,1685,0.00597014925373134,0.0181268882175227,0.0420531849103278,49096
2015-08-31,"Fort Wayne","IN","Fort Wayne","Allen",91,879,0.013840830449827,0.0526946107784431,0.0552220888355342,78256
2015-08-31,"Lawrenceville","GA","Atlanta","Gwinnett",92,1310,0.00306278713629403,0.0178710178710179,0.0539018503620274,66869
2015-08-31,"Madison","WI","Madison","Dane",93,1544,0.0131233595800525,0.0320855614973262,0.0958126330731015,70725
2015-08-31,"Fort Myers","FL","Fort Myers","Lee",94,1579,0.00317662007623888,-0.00941028858218319,-0.0118898623279099,99397
2015-08-31,"San Bernardino","CA","Riverside","San Bernardino",95,1350,0.00596125186289121,0.0242792109256449,0.053864168618267,44615
2015-08-31,"Garland","TX","Dallas-Fort Worth","Dallas",96,1319,0.00227963525835866,-0.00151400454201363,0.0602893890675241,61394
2015-08-31,"Winston-Salem","NC","Winston-Salem","Forsyth",97,987,0.00509164969450102,0.0196280991735537,0.0302713987473904,72760
2015-08-31,"Chesapeake","VA","Virginia Beach","Chesapeake City",98,1610,-0.00247831474597274,-0.00555898702903027,0.00750938673341677,70243
2015-08-31,"Birmingham","AL","Birmingham","Jefferson",99,749,-0.00398936170212766,-0.0105680317040951,0.00807537012113055,76913
2015-08-31,"Fontana","CA","Riverside","San Bernardino",100,1782,0.00394366197183099,0.0142287990893569,0.0451612903225806,46324
2015-08-31,"Bradenton","FL","Sarasota","Manatee",101,1585,0.00762873490146217,0.0258899676375405,0.0580774365821095,76644
2015-08-31,"Knoxville","TN","Knoxville","Knox",102,980,-0.013091641490433,-0.00709219858156028,0.0526315789473684,69717
2015-08-31,"Laredo","TX","Laredo","Webb",103,1182,-0.00505050505050505,0.00595744680851064,0.0287206266318538,49379
2015-08-31,"North Las Vegas","NV","Las Vegas","Clark",104,1154,0.00260642919200695,0.00962379702537183,0.0203359858532272,64437
2015-08-31,"Reno","NV","Reno","Washoe",105,1391,0.00505780346820809,0.0175566934893928,0.0396113602391629,62853
2015-08-31,"Springfield","MO","Springfield","Greene",106,818,0.00245098039215686,0.0174129353233831,0.0212234706616729,70834
2015-08-31,"Montgomery","AL","Montgomery","Montgomery",107,871,0.0104408352668213,0.0319905213270142,0.0583232077764277,41834
2015-08-31,"Scottsdale","AZ","Phoenix","Maricopa",108,2150,-0.0069284064665127,0.0108133521391631,0.129201680672269,106928
2015-08-31,"Santa Rosa","CA","Santa Rosa","Sonoma",109,2356,0.0076988879384089,0.0252393385552654,0.142580019398642,52093
2015-08-31,"Fremont","CA","San Francisco","Alameda",110,3109,0.0100714749837557,0.0450420168067227,0.146809295462929,57406
2015-08-31,"Irving","TX","Dallas-Fort Worth","Dallas",111,1375,-0.00217706821480406,0.00658857979502196,0.0472201066260472,38180
2015-08-31,"Oxnard","CA","Ventura","Ventura",112,2291,0.00218722659667542,0.00836267605633803,0.0432604735883424,37315
2015-08-31,"Rochester","NY","Rochester","Monroe",113,981,0.0123839009287926,-0.014070351758794,0.0792079207920792,41204
2015-08-31,"Greenville","SC","Greenville","Greenville",114,1237,0.0065093572009764,0.0223140495867769,0.0672993960310613,62213
2015-08-31,"Gilbert","AZ","Phoenix","Maricopa",115,1505,0.00199733688415446,0.017579445571332,0.0458651841556637,71602
2015-08-31,"Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",116,2183,0.00506445672191529,0.00506445672191529,0.023441162681669,95023
2015-08-31,"Arlington","VA","Washington","Arlington",117,2787,-0.00214822771213749,-0.00606276747503566,-0.0255244755244755,56547
2015-08-31,"Richmond","VA","Richmond","Richmond City",118,1157,0.0078397212543554,0.0149122807017544,0.0489573889392566,57627
2015-08-31,"Ocala","FL","Ocala","Marion",119,958,0.00104493207941484,0.0137566137566138,0.0562293274531422,71225
2015-08-31,"Irvine","CA","Los Angeles","Orange",120,3037,0.0042989417989418,0.00463116109824677,0.0153794717485791,58055
2015-08-31,"Spokane","WA","Spokane","Spokane",121,1008,-0.000991080277502478,0.00598802395209581,0.0700636942675159,63646
2015-08-31,"Des Moines","IA","Des Moines","Polk",122,1148,-0.00433651344319167,-0.00777873811581677,0.0379746835443038,62213
2015-08-31,"Oceanside","CA","San Diego","San Diego",123,2208,-0.00180831826401447,-0.002710027100271,0.0346766635426429,46970
2015-08-31,"Gainesville","FL","Gainesville","Alachua",124,1188,0,-0.00251889168765743,0.0223752151462995,50863
2015-08-31,"Tacoma","WA","Seattle","Pierce",125,1363,0.0051622418879056,0.0171641791044776,0.0349278663629461,57522
2015-08-31,"Akron","OH","Akron","Summit",126,774,-0.00769230769230769,-0.0051413881748072,0.0144167758846658,64641
2015-08-31,"Augusta","GA","Augusta","Richmond",127,825,0.00364963503649635,0.00121359223300971,0.0563380281690141,57509
2015-08-31,"Woodbridge","VA","Washington","Prince William",128,1780,0.0028169014084507,-0.00224215246636771,-0.00447427293064877,57147
2015-08-31,"Huntington Beach","CA","Los Angeles","Orange",129,2922,0.00446888965280165,0.00932642487046632,0.0216783216783217,54020
2015-08-31,"Boise","ID","Boise City","Ada",130,1184,-0.00420521446593776,0.00680272108843537,0.0618834080717489,68677
2015-08-31,"Glendale","CA","Los Angeles","Los Angeles",131,2899,0.0055497745404093,0.0207746478873239,0.100189753320683,32771
2015-08-31,"Moreno Valley","CA","Riverside","Riverside",132,1563,0.00643915003219575,0.0149350649350649,0.0518169582772544,43998
2015-08-31,"Aurora","IL","Chicago","Kane",133,1521,0.00462351387054161,0.00661813368630046,0.00795228628230616,49002
2015-08-31,"Rockford","IL","Rockford","Winnebago",134,905,0.00779510022271715,-0.0120087336244541,0.0390355912743972,53297
2015-08-31,"Little Rock","AR","Little Rock","Pulaski",135,1082,0.00185185185185185,0.014058106841612,0.0354066985645933,63741
2015-08-31,"Grand Rapids","MI","Grand Rapids","Kent",136,1104,0.00181488203266788,0.018450184501845,0.0072992700729927,66076
2015-08-31,"Salt Lake City","UT","Salt Lake City","Salt Lake",137,1385,0.00289645184648805,-0.00144196106705119,0.0413533834586466,47357
2015-08-31,"Salinas","CA","Salinas","Monterey",138,1983,0.00303490136570561,0.0274611398963731,0.0925619834710744,31523
2015-08-31,"Brownsville","TX","Brownsville","Cameron",139,923,-0.0117773019271949,0.00544662309368192,0.0961995249406176,44471
2015-08-31,"Shreveport","LA","Shreveport","Caddo",140,898,0.0405561993047509,0.0101237345331834,0.0216154721274175,65452
2015-08-31,"Amarillo","TX","Amarillo","Potter",141,1163,-0.00598290598290598,-0.0127334465195246,0.0201754385964912,47783
2015-08-31,"Worcester","MA","Worcester","Worcester",142,1496,0.00537634408602151,0.00672947510094213,0.0864197530864197,30643
2015-08-31,"Lancaster","CA","Los Angeles","Los Angeles",143,1470,0.00068073519400953,0.00684931506849315,0.0485021398002853,44817
2015-08-31,"Evansville","IN","Evansville","Vanderburgh",144,895,0.0124434389140272,0.0299194476409666,0.0504694835680751,62542
2015-08-31,"Port Saint Lucie","FL","Port St. Lucie","Saint Lucie",145,1319,0.00304182509505703,0.00456968773800457,0.0435126582278481,64869
2015-08-31,"Huntsville","AL","Huntsville","Madison",146,1056,0.0144092219020173,0.0497017892644135,0.0424481737413623,58107
2015-08-31,"Fort Collins","CO","Fort Collins","Larimer",147,1708,0.00766961651917404,0.010053222945003,0.0990990990990991,53735
2015-08-31,"Providence","RI","Providence","Providence",148,1448,0.000691085003455425,-0.00275482093663912,0.0647058823529412,18927
2015-08-31,"Yonkers","NY","New York","Westchester",149,2525,0.0063770426464727,0.0177347843611447,0.00758180367118915,16324
2015-08-31,"Garden Grove","CA","Los Angeles","Orange",150,2426,0.00289375775113683,0.0129436325678497,0.0420962199312715,31985
2015-08-31,"Newport News","VA","Virginia Beach","Newport News City",151,1203,0.00166527893422148,-0.000830564784053156,-0.0147420147420147,32721
2015-08-31,"Overland Park","KS","Kansas City","Johnson",152,1852,0.00816548720740337,0.0249031543995573,0.0475113122171946,47274
2015-08-31,"Cape Coral","FL","Fort Myers","Lee",153,1513,-0.002636783124588,-0.0117570215545395,0.0662438336856942,75017
2015-08-31,"Columbus","GA","Columbus","Muscogee",154,805,-0.00494437577255871,-0.0416666666666667,-0.00739827373612824,54049
2015-08-31,"Ontario","CA","Riverside","San Bernardino",155,1802,0.00389972144846797,0.0152112676056338,0.0458502611723738,31387
2015-08-31,"Grand Prairie","TX","Dallas-Fort Worth","Dallas",156,1357,0.00444115470022206,0.00444115470022206,0.0327245053272451,41686
2015-08-31,"Palmdale","CA","Los Angeles","Los Angeles",157,1575,0.00510529674537333,0.01875808538163,0.0685210312075984,44076
2015-08-31,"Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",158,1907,0.00262881177707676,0.00633245382585752,0.0252688172043011,64193
2015-08-31,"Jackson","MS","Jackson","Hinds",159,805,0.0113065326633166,0.00374064837905237,0.0176991150442478,53474
2015-08-31,"Chattanooga","TN","Chattanooga","Hamilton",160,1084,0.0159325210871603,-0.0163339382940109,0.0245746691871456,51376
2015-08-31,"Roanoke","VA","Roanoke","Roanoke City",161,1023,-0.0201149425287356,-0.0153994225216554,0.0406917599186165,59688
2015-08-31,"Santa Clarita","CA","Los Angeles","Los Angeles",162,2422,0,0.00581395348837209,0.0439655172413793,48520
2015-08-31,"Rancho Cucamonga","CA","Riverside","San Bernardino",163,2099,0.00238777459407832,0.0038259206121473,0.0344997535731888,42738
2015-08-31,"Killeen","TX","Killeen","Bell",164,966,-0.00617283950617284,-0.0222672064777328,-0.00206611570247934,35336
2015-08-31,"Sioux Falls","SD","Sioux Falls","Minnehaha",165,1125,0.0135135135135135,-0.00177462289263532,-0.0506329113924051,39381
2015-08-31,"Topeka","KS","Topeka","Shawnee",166,929,0.00541125541125541,0.00650054171180932,0.0197585071350165,51120
2015-08-31,"Naperville","IL","Chicago","Du Page",167,2356,0.00813008130081301,0.0172711571675302,0.0383428823270163,51176
2015-08-31,"El Cajon","CA","San Diego","San Diego",168,2226,0.00225123818099955,0.00952380952380952,0.0485162505887895,32164
2015-08-31,"Fredericksburg","VA","Washington","Spotsylvania",169,1552,0.00193673337637185,0.00258397932816538,0.0271343481138319,56120
2015-08-31,"Tempe","AZ","Phoenix","Maricopa",170,1364,0.000733675715333822,0.00962250185048113,0.0549110595514308,43163
2015-08-31,"Vancouver","WA","Portland","Clark",171,1448,0.00905923344947735,0.0182841068917018,0.069423929098966,42467
2015-08-31,"Murfreesboro","TN","Nashville","Rutherford",172,1326,0.000754716981132075,0.011441647597254,0.0642054574638844,54098
2015-08-31,"Clarksville","TN","Clarksville","Montgomery",173,1019,0.0149402390438247,0.0324214792299899,0.0548654244306418,47731
2015-08-31,"Elk Grove","CA","Sacramento","Sacramento",174,1705,0.00235155790711346,0.0047142015321155,0.0371046228710462,46647
2015-08-31,"Pembroke Pines","FL","Miami-Fort Lauderdale","Broward",175,1908,0.00526870389884088,0.0100582318687136,0.0274636510500808,53964
2015-08-31,"Pueblo","CO","Pueblo","Pueblo",176,959,-0.0072463768115942,-0.0504950495049505,0.0503833515881709,51449
2015-08-31,"Springfield","MA","Springfield","Hampden",177,1344,-0.011037527593819,-0.0454545454545455,0.107996702390767,28265
2015-08-31,"Fairfax","VA","Washington","Fairfax",178,2459,0.00244598450876478,0.00778688524590164,0.00162932790224033,43634
2015-08-31,"Peoria","AZ","Phoenix","Maricopa",179,1317,0.00152091254752852,0.0115207373271889,0.0477326968973747,53284
2015-08-31,"Lafayette","LA","Lafayette","Lafayette",180,1460,0.00412654745529574,-0.0088255261371351,0,40531
2015-08-31,"Boynton Beach","FL","Miami-Fort Lauderdale","Palm Beach",181,1784,-0.00167879127028539,-0.00390843104410944,0.0119115144639818,67154
2015-08-31,"Sugar Land","TX","Houston","Fort Bend",182,2125,-0.00328330206378987,-0.00793650793650794,0.0315533980582524,45968
2015-08-31,"Pomona","CA","Los Angeles","Los Angeles",183,1883,-0.0047568710359408,-0.0094687006838506,0.0272776868521549,26022
2015-08-31,"Paterson","NJ","New York","Passaic",184,1558,0.0130039011703511,0.0169712793733681,0.0555555555555556,18845
2015-08-31,"Lakewood","CO","Denver","Jefferson",185,1910,0.00367840252233316,0.0279870828848224,0.145083932853717,46954
2015-08-31,"Tyler","TX","Tyler","Smith",186,1204,0.00249791840133222,-0.00578034682080925,0.0229396771452846,36911
2015-08-31,"Visalia","CA","Visalia","Tulare",187,1240,0.000807102502017756,-0.00561347233360064,0.0299003322259136,38312
2015-08-31,"Torrance","CA","Los Angeles","Los Angeles",188,2907,0.00137788494660696,0.0125391849529781,0.0695364238410596,33334
2015-08-31,"Beaumont","TX","Beaumont","Jefferson",189,1011,0.00497017892644135,0.00697211155378486,0.00898203592814371,40858
2015-08-31,"Kansas City","KS","Kansas City","Wyandotte",190,811,0.0112219451371571,0.0150187734668335,0.0770252324037185,44502
2015-08-31,"Syracuse","NY","Syracuse","Onondaga",191,1102,0.0251162790697674,0.0965174129353234,0.156348373557188,24783
2015-08-31,"Charleston","SC","Charleston","Charleston",192,1684,-0.000593471810089021,0.00417412045319022,0.0963541666666667,50301
2015-08-31,"Dayton","OH","Dayton","Montgomery",193,680,0.00294985250737463,0,0.0104011887072808,45291
2015-08-31,"Las Cruces","NM","Las Cruces","Dona Ana",194,966,0.00625,-0.00103412616339193,-0.00514933058702369,39474
2015-08-31,"Bridgeport","CT","Stamford","Fairfield",195,1693,-0.00587199060481503,-0.00820152314001172,0.0399262899262899,23279
2015-08-31,"Pasadena","TX","Houston","Harris",196,1295,0,0.00621600621600622,0.0502838605028386,30222
2015-08-31,"Canton","OH","Canton","Stark",197,880,0.0068649885583524,0.0220673635307782,0.0628019323671498,47474
2015-08-31,"Yuma","AZ","Yuma","Yuma",198,924,0.00434782608695652,-0.0159744408945687,-0.0493827160493827,32136
2015-08-31,"Salem","OR","Salem","Marion",199,1311,0.0154918667699458,0.0282352941176471,0.100755667506297,38472
2015-08-31,"Hayward","CA","San Francisco","Alameda",200,2412,0.0130197396052079,0.0356376127093173,0.102376599634369,29390
2015-08-31,"Alexandria","VA","Washington","Alexandria City",201,2452,0.00286298568507157,0.00615510874025441,0.0246552444630171,40591
2015-08-31,"Hollywood","FL","Miami-Fort Lauderdale","Broward",202,1732,0.00405797101449275,0.0087361677344205,0.0206246317030053,51588
2015-08-31,"Newark","DE","Philadelphia","New Castle",203,1443,0.00277970813064628,0.0147679324894515,0.0140548137737175,34797
2015-08-31,"Sunnyvale","CA","San Jose","Santa Clara",204,3870,0.0041515308770109,0.0200316288877174,0.0969387755102041,27419
2015-08-31,"Eugene","OR","Eugene","Lane",205,1293,-0.00154440154440154,-0.0107115531752104,0.0469635627530364,40174
2015-08-31,"Hampton","VA","Virginia Beach","Hampton City",206,1183,-0.00168776371308017,-0.0141666666666667,-0.0239273927392739,37321
2015-08-31,"Pasadena","CA","Los Angeles","Los Angeles",207,2681,0.00336826347305389,0.0232824427480916,0.0698324022346369,30576
2015-08-31,"Cumming","GA","Atlanta","Forsyth",208,1770,0.0114285714285714,0.0243055555555556,0.0617876424715057,42363
2015-08-31,"Mesquite","TX","Dallas-Fort Worth","Dallas",209,1275,0.00235849056603774,0.00870253164556962,0.0485197368421053,36580
2015-08-31,"Metairie","LA","New Orleans","Jefferson",210,1526,0.00527009222661397,0.0423497267759563,0.0255376344086021,41695
2015-08-31,"Saginaw","MI","Saginaw","Saginaw",211,629,0,-0.0263157894736842,0.0311475409836066,52450
2015-08-31,"Santa Maria","CA","Santa Barbara","Santa Barbara",212,1739,-0.00343839541547278,0.00578368999421631,0.0761138613861386,27878
2015-08-31,"Round Rock","TX","Austin","Williamson",213,1639,-0.0012187690432663,-0.00425273390036452,0.023735165521549,38384
2015-08-31,"Inglewood","CA","Los Angeles","Los Angeles",214,2272,-0.00043994720633524,-0.00131868131868132,0.0777988614800759,16014
2015-08-31,"Compton","CA","Los Angeles","Los Angeles",215,1870,0.00375738056897477,0.00700053850296177,0.0394663702056698,20286
2015-08-31,"Orange","CA","Los Angeles","Orange",216,2693,0.000743218134522482,-0.00148312940304042,0.0251237152645603,32265
2015-08-31,"Savannah","GA","Savannah","Chatham",217,1081,0.00371402042711235,0.00185356811862836,-0.0243682310469314,33606
2015-08-31,"Renton","WA","Seattle","King",218,1922,0.00680984808800419,0.0245202558635394,0.056043956043956,38297
2015-08-31,"Fullerton","CA","Los Angeles","Orange",219,2591,-0.00154142581888247,0.00387446726075165,0.0335061826884723,30201
