"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"Orem","UT","Provo","Utah",408,200500,0.00804424333836098,0.0240040858018386,0.0475444096133751,0.0195501615531606,0.0186333191858461,"2008-02","2008-Q1",239200,-0.161789297658863,"2006-11"
2015-08-31,"Plantation","FL","Miami-Fort Lauderdale","Broward",409,269100,0.00635751682872102,0.0158550396375991,0.0536413469068128,0.067854261177841,-0.0201051502371119,"2006-05","2006-Q2",351700,-0.234859255046915,"2004-12"
2015-08-31,"Santa Barbara","CA","Santa Barbara","Santa Barbara",410,1058000,0.00896433339691017,0.0260886431965862,0.0942186368807529,0.0548208017396943,-0.00222212611605954,"2006-01","2006-Q1",1131700,-0.0651232658831846,"2005-06"
2015-08-31,"Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",411,402800,0.00800800800800801,0.0265035677879715,0.119510839355197,0.0988662571088543,0.0119170478489641,"2006-11","2006-Q4",412100,-0.0225673380247513,"2006-04"
2015-08-31,"Sunrise","FL","Miami-Fort Lauderdale","Broward",412,163500,0.0105067985166873,0.0321969696969697,0.09,0.0880894371739442,-0.0332984068038296,"2006-07","2006-Q3",257900,-0.36603334625824,"2004-06"
2015-08-31,"Newnan","GA","Atlanta","Coweta",413,157800,0.00317863954227591,0.0128369704749679,0.0534045393858478,0.0288231078505659,0.00835635161503512,"2015-08","2015-Q3",157800,0,"2015-08"
2015-08-31,"Herndon","VA","Washington","Fairfax",414,480300,-0.00435323383084577,-0.0157786885245902,-0.0259582234840803,0.0288656410438046,-0.0123947587642494,"2005-11","2005-Q4",554700,-0.134126554894538,"2005-01"
2015-08-31,"Richmond","CA","San Francisco","Contra Costa",415,335600,0.0114526823387583,0.0399752091726061,0.160442600276625,0.127106920366327,-0.0268103888085933,"2006-01","2006-Q1",457300,-0.266127268751367,"2004-05"
2015-08-31,"Fort Smith","AR","Fort Smith","Sebastian",416,102700,0.00195121951219512,0.0029296875,0.0352822580645161,0.00454025781419998,0.016146297463953,"2015-08","2015-Q3",102700,0,"2015-08"
2015-08-31,"Warner Robins","GA","Warner Robins","Houston",417,90700,0.0011037527593819,0.00220994475138122,-0.030982905982906,-0.0226339103444206,-0.00367330579213265,"2008-02","2008-Q1",103100,-0.120271580989331,"2005-01"
2015-08-31,"Trenton","NJ","Trenton","Mercer",418,82100,-0.00243013365735115,-0.019115890083632,-0.0155875299760192,-0.0505320577691619,-0.0293586178314034,"2007-12","2007-Q4",121600,-0.324835526315789,"2003-12"
2015-08-31,"Sioux City","IA","Sioux City","Woodbury",419,99900,0.0121580547112462,0.0427974947807933,0.149597238204833,0.0325882661698758,0.00970805322282331,"2015-08","2015-Q3",99900,0,"2015-08"
2015-08-31,"Deltona","FL","Daytona Beach","Volusia",420,113400,0.00889679715302491,0.0337283500455789,0.122772277227723,0.0598476482193588,-0.0385990783917265,"2006-08","2006-Q3",195400,-0.419651995905834,"2004-02"
2015-08-31,"Bloomington","IL","Bloomington","McLean",421,153900,0.00851900393184797,0.014502307185234,0.0118343195266272,0.00461152637638285,0.00521472178603366,"2009-11","2009-Q4",154400,-0.00323834196891192,"2009-07"
2015-08-31,"Largo","FL","Tampa","Pinellas",422,128200,0.0126382306477093,0.029718875502008,0.0656691604322527,0.0284911686044211,-0.0288496152325889,"2006-05","2006-Q2",189200,-0.322410147991543,"2004-04"
2015-08-31,"Gary","IN","Chicago","Lake",423,49300,0.00612244897959184,0.0292275574112735,-0.0482625482625483,-0.0313122310933491,-0.0320729620382793,"2007-12","2007-Q4",73500,-0.329251700680272,
2015-08-31,"Bloomington","MN","Minneapolis-St Paul","Hennepin",424,215500,0.0027919962773383,0.00466200466200466,0.0169891458235017,0.0190463462211681,-0.0109570191438865,"2006-04","2006-Q2",243400,-0.114626129827445,"2003-08"
2015-08-31,"Macon","GA","Macon","Bibb",425,53200,-0.0111524163568773,-0.0483005366726297,-0.0483005366726297,-0.0430712102466514,-0.0364245523893676,"2006-05","2006-Q2",79600,-0.331658291457286,
2015-08-31,"Westland","MI","Detroit","Wayne",426,103300,0.00977517106549365,0.0268389662027833,0.098936170212766,0.0605274628851902,-0.0351229367371284,"2005-06","2005-Q2",147900,-0.301555104800541,"1998-06"
2015-08-31,"Whittier","CA","Los Angeles","Los Angeles",427,468500,0.00514910963312594,0.016048579483843,0.0415740329035127,0.0385331364050396,-0.00810090628926208,"2006-07","2006-Q3",570700,-0.179078324864202,"2005-04"
2015-08-31,"Jackson","TN","Jackson","Madison",428,93100,0.00539956803455724,0.0230769230769231,0.00323275862068966,-0.0124133620383244,-0.00460717363719898,"2007-11","2007-Q4",103300,-0.0987415295256534,"2005-02"
2015-08-31,"Conyers","GA","Atlanta","Rockdale",429,123200,0.00571428571428571,0.0165016501650165,0.101967799642218,0.00394230363547199,-0.0191627488743942,"2006-10","2006-Q4",158800,-0.224181360201511,"2000-02"
2015-08-31,"Bremerton","WA","Bremerton","Kitsap",430,214100,0.00800376647834275,0.0268585131894484,0.0737211634904714,0.00416168740702094,-0.00125242246052581,"2006-10","2006-Q4",252500,-0.152079207920792,"2005-08"
2015-08-31,"Flagstaff","AZ","Flagstaff","Coconino",431,305500,0.00526488976637052,0.015625,0.0523596279710644,0.0277687270019582,-0.0016220952552648,"2006-06","2006-Q2",359000,-0.149025069637883,"2005-08"
2015-08-31,"Glen Burnie","MD","Baltimore","Anne Arundel",432,228200,0.00087719298245614,0.00307692307692308,-0.000438020148926851,0.00140820836234212,-0.00916159058989885,"2007-05","2007-Q2",279700,-0.184125849124061,"2005-04"
2015-08-31,"Clifton","NJ","New York","Passaic",433,289300,0.00661099512874043,0,-0.0153165418652144,-0.0131528625014875,-0.0266714444232784,"2006-07","2006-Q3",402000,-0.280348258706468,"2003-09"
2015-08-31,"Milton","FL","Pensacola","Santa Rosa",434,134300,0.00373692077727952,0.0158850226928896,0.0574803149606299,0.0113998342295554,-0.0135303247531368,"2005-12","2005-Q4",160100,-0.161149281698938,"2005-02"
2015-08-31,"Sumter","SC","Sumter","Sumter",435,90600,-0.0043956043956044,-0.0184182015167931,0.0772889417360285,0.0236668303680694,0.0183993761470242,"2015-04","2015-Q2",92500,-0.0205405405405405,"2015-02"
2015-08-31,"Cicero","IL","Chicago","Cook",436,131200,0.0069071373752878,0.0338849487785658,0.109983079526227,0.0159825365514499,-0.0428036957147997,"2006-11","2006-Q4",220800,-0.405797101449275,"2001-12"
2015-08-31,"Pittsburg","CA","San Francisco","Contra Costa",437,317200,0.00379746835443038,0.0143907898944675,0.102920723226704,0.128253631108985,-0.0350936459924246,"2005-12","2005-Q4",470100,-0.325249946819826,"2003-12"
2015-08-31,"Kingsport","TN","Kingsport","Sullivan",438,118200,0.0033955857385399,0.00939368061485909,0.00939368061485909,0.012831467896564,0.0168613667539261,"2015-08","2015-Q3",118200,0,"2015-08"
2015-08-31,"Citrus Heights","CA","Sacramento","Sacramento",439,274400,0.00292397660818713,0.00219138056975895,0.096722621902478,0.0570752962898609,-0.0341233400073567,"2005-08","2005-Q3",388300,-0.293329899562194,"2004-01"
2015-08-31,"Allen","TX","Dallas-Fort Worth","Collin",440,254100,0.00753370340999207,0.041820418204182,0.168275862068966,0.0683185719836235,0.0308615454373711,"2015-08","2015-Q3",254100,0,"2015-08"
2015-08-31,"Houma","LA","Houma","Terrebonne",441,146400,0.00411522633744856,-0.00136425648021828,0.0138504155124654,0,0.0120295477141785,"2009-12","2009-Q4",149300,-0.0194239785666443,"2008-09"
2015-08-31,"San Marcos","CA","San Diego","San Diego",442,486200,0.000411522633744856,0.00600041382164287,0.0608771547021602,0.0583256522443381,-0.0088873980102715,"2006-02","2006-Q1",532500,-0.0869483568075117,"2004-08"
2015-08-31,"Alhambra","CA","Los Angeles","Los Angeles",443,559100,0.00467205750224618,0.0135968092820885,0.0421248835041938,0.0381717643572466,0.0115588309860217,"2015-08","2015-Q3",559100,0,"2015-08"
2015-08-31,"Lehigh Acres","FL","Fort Myers","Lee",444,112700,0.00985663082437276,0.0329972502291476,0.132663316582915,0.134747981089123,-0.0539316988681168,"2006-06","2006-Q2",233600,-0.517551369863014,"2003-08"
2015-08-31,"Brandon","FL","Tampa","Hillsborough",445,157000,0.00383631713554987,0.0102960102960103,0.0508701472556894,0.0392642229518356,-0.0190517733402669,"2006-07","2006-Q3",221700,-0.291835814163284,"2004-11"
2015-08-31,"Arden-Arcade","CA","Sacramento","Sacramento",446,234300,0.00471698113207547,-0.0163727959697733,0.0530337078651685,0.0358144058338392,-0.0365213123757246,"2005-08","2005-Q3",339900,-0.310679611650485,"2003-07"
2015-08-31,"Edmond","OK","Oklahoma City","Oklahoma",447,201100,0.00149402390438247,0.00149402390438247,0.0275932549821155,0.0287819308566351,0.0211647409520774,"2015-08","2015-Q3",201100,0,"2015-08"
2015-08-31,"Chino","CA","Riverside","San Bernardino",448,413900,-0.000965483948829351,-0.00216972034715526,0.0237447440019787,0.0641542974564524,-0.00889860440633061,"2006-05","2006-Q2",505800,-0.181692368525109,"2004-12"
2015-08-31,"Buena Park","CA","Los Angeles","Orange",449,477600,0.00462768195204039,0.0131523122613492,0.0538393645189762,0.0439401669117607,-0.0108405245129735,"2007-02","2007-Q1",577900,-0.173559439349368,"2004-10"
2015-08-31,"Parma","OH","Cleveland","Cuyahoga",450,94500,0.00531914893617021,0.0260586319218241,0.00425079702444208,-0.0236254736181916,-0.0312410861632378,"2005-07","2005-Q3",129900,-0.272517321016166,
2015-08-31,"Longmont","CO","Boulder","Boulder",451,285100,0.0131485429992893,0.0424131627056673,0.144060995184591,0.0636631362229243,0.0237745531426798,"2015-08","2015-Q3",285100,0,"2015-08"
2015-08-31,"Troy","MI","Detroit","Oakland",452,263900,0.00342205323193916,0.00879204892966361,0.0320688306609308,0.0873714697460581,-0.00331137351530031,"2005-07","2005-Q3",273300,-0.0343944383461398,"2004-07"
2015-08-31,"Sanford","FL","Orlando","Seminole",453,134900,0.00372023809523809,0.0127627627627628,0.0861513687600644,0.0366152813175231,-0.0296098988144861,"2006-08","2006-Q3",218100,-0.38147638697845,"2004-07"
2015-08-31,"Hattiesburg","MS","Hattiesburg","Forrest",454,131200,-0.00303951367781155,-0.00831443688586546,-0.01427498121713,-0.0099117334116986,0.00754470660091844,"2009-08","2009-Q3",147100,-0.108089734874235,"2006-12"
2015-08-31,"Lexington","NC","Thomasville","Davidson",455,106400,-0.00746268656716418,-0.012987012987013,0.0390625,0.0201477315083032,0.0153120562714366,"2015-04","2015-Q2",108100,-0.0157261794634598,"2015-01"
2015-08-31,"Danbury","CT","Stamford","Fairfield",456,247000,0,-0.00121310149615851,-0.00803212851405622,-0.0179399300874532,-0.0338669097229966,"2006-04","2006-Q2",358000,-0.310055865921788,"2002-10"
2015-08-31,"Parker","CO","Denver","Douglas",457,392300,0.00978120978120978,0.0307409353652128,0.150439882697947,0.0694686534899884,0.027255955985358,"2015-08","2015-Q3",392300,0,"2015-08"
2015-08-31,"Watsonville","CA","Santa Cruz","Santa Cruz",458,440400,0.00639853747714808,0.0185013876040703,0.0619725102483723,0.0827074368430121,-0.0397645668625185,"2006-02","2006-Q1",678300,-0.350729765590447,"2003-12"
2015-08-31,"Dalton","GA","Dalton","Whitfield",459,99100,0.00405268490374873,0.0143295803480041,0.0587606837606838,0.0089114793121492,-0.0143407163118061,"2007-09","2007-Q3",119200,-0.168624161073825,"2003-01"
2015-08-31,"Town 'n' Country","FL","Tampa","Hillsborough",460,146000,0.00898410504492052,0.0296191819464034,0.0602759622367465,0.0572997160026627,-0.018346748486209,"2006-07","2006-Q3",209500,-0.303102625298329,"2004-11"
2015-08-31,"Walnut Creek","CA","San Francisco","Contra Costa",461,745600,0.00376952073236403,0.0127682694919859,0.0686541493478572,0.0611665453676644,0.000403253447660123,"2006-01","2006-Q1",756900,-0.01492931695072,"2005-09"
2015-08-31,"Spokane Valley","WA","Spokane","Spokane",462,167300,0.0048048048048048,0.0170212765957447,0.0751928020565553,0.0103559625098679,0.0108404230382435,"2007-05","2007-Q2",180700,-0.0741560597675706,"2006-05"
2015-08-31,"Gresham","OR","Portland","Multnomah",463,243700,0.0107839070924927,0.0401195049082373,0.0952808988764045,0.0395888942002469,0.0112066187035982,"2007-05","2007-Q2",264300,-0.0779417328793038,"2006-04"
2015-08-31,"Ogden","UT","Ogden","Weber",464,121100,0.00748752079866889,0.021079258010118,0.0716814159292035,-0.000165070989518235,0.0043119156162692,"2008-04","2008-Q2",147000,-0.176190476190476,"2006-04"
2015-08-31,"Utica","MI","Detroit","Macomb",465,215100,0.00139664804469274,0.0027972027972028,0.0549288867091712,0.0692527062333554,-0.00654559101848218,"2003-12","2003-Q4",234700,-0.0835108649339582,"2002-03"
2015-08-31,"New Braunfels","TX","San Antonio","Comal",466,200300,0.0100857286938981,0.0346074380165289,0.0832882639264467,0.0409273009219977,0.027707671082579,"2015-08","2015-Q3",200300,0,"2015-08"
2015-08-31,"Thousand Oaks","CA","Ventura","Ventura",467,657500,0.00351037851037851,0.00889980052171245,0.0267020612117427,0.0392384709721172,-0.0063433029002532,"2006-04","2006-Q2",732300,-0.102143930083299,"2005-03"
2015-08-31,"Farmington Hills","MI","Detroit","Oakland",468,226800,0,0.00979519145146928,0.0553745928338762,0.0763380156012816,-0.0153712626146514,"2005-07","2005-Q3",265300,-0.145118733509235,"2000-02"
2015-08-31,"Macomb Township","MI","Detroit","Macomb",469,251200,0.000796812749003984,0.00279441117764471,0.0410277662660588,0.0663364445299774,-0.00461778045990968,"2005-06","2005-Q2",263600,-0.047040971168437,"2004-05"
2015-08-31,"Lakewood","CA","Los Angeles","Los Angeles",470,484900,0.00559933637494815,0.0210570646451885,0.0470740660764414,0.0402885595411964,-0.00780062276667126,"2006-04","2006-Q2",563300,-0.13917983312622,"2005-04"
2015-08-31,"Iowa City","IA","Iowa City","Johnson",471,187200,-0.000533902829684997,0.000534473543559594,0.0229508196721311,0.0194628035749871,0.017296183290729,"2015-07","2015-Q3",187300,-0.000533902829684997,"2015-07"
2015-08-31,"Valparaiso","IN","Chicago","Porter",472,178300,0.000561167227833895,0.0107709750566893,0.0142207053469852,-0.00256014045908526,0.00674985176796117,"2009-08","2009-Q3",185800,-0.0403659849300323,"2007-01"
2015-08-31,"Schaumburg","IL","Chicago","Cook",473,203900,0.000490677134445535,0.0114087301587302,0.0350253807106599,0.00437262037776676,-0.0232960994291345,"2006-11","2006-Q4",274600,-0.257465404224326,"2002-09"
2015-08-31,"Evanston","IL","Chicago","Cook",474,315200,-0.00158378207158695,-0.00284720025308447,-0.00189993666877771,0.0142990798770157,-0.00870531731465873,"2007-02","2007-Q1",366900,-0.140910329790134,"2004-10"
2015-08-31,"Carson","CA","Los Angeles","Los Angeles",475,432600,0.0053451080641413,0.0154929577464789,0.0551219512195122,0.06030448346154,-0.0125429925674521,"2006-09","2006-Q3",542400,-0.202433628318584,"2005-01"
2015-08-31,"Canton","GA","Atlanta","Cherokee",476,202400,0.00696517412935323,0.0135202804206309,0.0607966457023061,0.0238489022070485,0.00628926367627503,"2006-11","2006-Q4",204000,-0.00784313725490196,"2006-10"
2015-08-31,"Redmond","WA","Seattle","King",477,592200,0.00475059382422803,0.0117888262429523,0.073993471164309,0.0605403945211218,0.0302228869700716,"2015-08","2015-Q3",592200,0,"2015-08"
2015-08-31,"Eau Claire","WI","Eau Claire","Eau Claire",478,140500,0.0021398002853067,0.00933908045977012,0.0323291697281411,0.0134823547484151,0.00641266029625309,"2015-08","2015-Q3",140500,0,"2015-08"
2015-08-31,"Camarillo","CA","Ventura","Ventura",479,534300,0.00319188884716485,0.00963718820861678,0.0286869464767039,0.0419316204896691,-0.0141921902025577,"2006-05","2006-Q2",653200,-0.182026944274342,"2004-07"
2015-08-31,"Tustin","CA","Los Angeles","Orange",480,615100,0.00654557355588283,0.00852598786686342,0.0130105401844532,0.0385526685796977,-0.00652287677100361,"2006-06","2006-Q2",698100,-0.11889414124051,"2005-02"
2015-08-31,"Warwick","RI","Providence","Kent",481,178500,0.00904465799886942,0.0235091743119266,0.0487661574618096,-0.00442250615164763,-0.0313683123026822,"2006-06","2006-Q2",245900,-0.274095160634404,"2003-07"
2015-08-31,"Kirkland","WA","Seattle","King",482,498300,0.00850030358227079,0.0278465346534653,0.0939626783754116,0.0638323322459349,0.0268807685262789,"2015-08","2015-Q3",498300,0,"2015-08"
2015-08-31,"Camden","NJ","Philadelphia","Camden",483,64400,-0.00617283950617284,-0.0182926829268293,-0.0430906389301634,-0.0190476172403783,-0.00260211997605342,"2007-09","2007-Q3",77800,-0.172236503856041,"2005-05"
2015-08-31,"Covina","CA","Los Angeles","Los Angeles",484,449200,0.00424770847306059,0.015370705244123,0.0527302554487931,0.0531061081948188,-0.00271934509734162,"2006-08","2006-Q3",515400,-0.128443927046954,"2005-07"
2015-08-31,"Apple Valley","CA","Riverside","San Bernardino",485,196500,0,0.00614439324116743,0.0673546985334058,0.0778080951182303,-0.0359913093217704,"2006-07","2006-Q3",324200,-0.39389265885256,"2004-07"
2015-08-31,"Melbourne","FL","Melbourne","Brevard",486,125400,0.00561347233360064,0.0245098039215686,0.0810344827586207,0.0505441099532207,-0.0417040984012168,"2006-01","2006-Q1",199500,-0.371428571428571,"2004-04"
2015-08-31,"Redwood City","CA","San Francisco","San Mateo",487,1226200,0.0191156914893617,0.0592605390463027,0.19245356413498,0.111313426755095,0.0417328503117596,"2015-08","2015-Q3",1226200,0,"2015-08"
2015-08-31,"Rome","GA","Rome","Floyd",488,106600,0.00376647834274953,0.0200956937799043,0.0585898709036743,0.00767844501844195,-0.00466241646803389,"2007-03","2007-Q1",117600,-0.0935374149659864,"2004-08"
2015-08-31,"Waldorf","MD","Washington","Charles",489,249400,0.00564516129032258,0.0162999185004075,0.0238095238095238,-0.000800001024412134,-0.0236990347440369,"2007-01","2007-Q1",352300,-0.292080613113823,"2004-08"
2015-08-31,"Porterville","CA","Visalia","Tulare",490,151300,0.00665335994677312,0.0202292650033715,0.0669957686882934,0.0259641237979102,-0.0217953477319746,"2006-07","2006-Q3",220200,-0.312897366030881,"2004-12"
2015-08-31,"Ellicott City","MD","Baltimore","Howard",491,479500,0.000417275192989777,-0.0072463768115942,-0.0363745980707395,0.00486692487220131,-0.0108555437571393,"2006-04","2006-Q2",561500,-0.146037399821906,"2005-01"
2015-08-31,"Salisbury","NC","Salisbury","Rowan",492,133400,0.00451807228915663,0.013677811550152,0.0520504731861199,0.0036375619844129,0.00113144697955292,"2008-03","2008-Q1",142600,-0.0645161290322581,"2005-10"
2015-08-31,"Colonie","NY","Albany","Albany",493,202600,0.0054590570719603,0.0104738154613466,0.017579105976896,-0.00543827164247634,0.00831461123600818,"2007-07","2007-Q3",212700,-0.0474847202632816,"2006-03"
2015-08-31,"Hoover","AL","Birmingham","Jefferson",494,249300,0.00241254523522316,0.00972053462940462,0.0318708609271523,0.00771658469433723,0.00347505174994955,"2007-09","2007-Q3",254700,-0.0212014134275618,"2006-05"
2015-08-31,"Kendall","FL","Miami-Fort Lauderdale","Miami-Dade",495,262300,0.00690978886756238,0.0234100663285213,0.0763233483791547,0.0524892614845327,-0.0123474619188154,"2006-08","2006-Q3",333600,-0.213729016786571,"2005-02"
2015-08-31,"Palm Coast","FL","Palm Coast","Flagler",496,170000,0.00651272942569568,0.0204081632653061,0.0403916768665851,0.0447193638207701,-0.032884083707844,"2006-03","2006-Q1",253000,-0.328063241106719,"2004-05"
2015-08-31,"Upland","CA","Riverside","San Bernardino",497,495600,-0.00141043723554302,0.00242718446601942,0.0348715807057841,0.0491452350177775,-0.00629388222999216,"2006-04","2006-Q2",583600,-0.150788211103496,"2005-05"
2015-08-31,"Racine","WI","Racine","Racine",498,112500,0.00536193029490617,0.0171790235081374,0.0330578512396694,-0.0333606407322333,-0.0152593436136814,"2008-12","2008-Q4",141500,-0.204946996466431,"2004-05"
